Key,English,Dutch
UI_QUEST_LIMIT_TIMEOUT,#bYou ran out of time.#nb,#bJe hebt de tijdslimiet overschreden#nb
UI_QUEST_KILL_NPC,Defeat %s #cffc32f07#b%d/%d#nb#nc,Verloren %s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_ITEM,%s #cffc32f07#b%d/%d#nb#nc,%s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_PATROL,Search %s,%s Zoeken 
UI_QUEST_COMPLETE_TEXT,[Complete],[Voltooid]
UI_QUEST_NODISGUISE,Transformed into a human,Getransformeerd tot een mens 
UI_QUEST_DISGUISE,Transformed into %s,Getransformeerd in %s
UI_QUEST_SKILLLVL,%s Skill Level #b(%d/%d)#nb,%s Skill Level #b(%d/%d)#nb
UI_QUEST_KARMA_POINT,Karma Point #b(%d %s %d)#nb,Karmapunten #b(%d %s %d)#nb
UI_QUEST_PARTY_SOLO,Going solo,Solo gaan
UI_QUEST_PARTY,Create party,Groep maken
UI_QUEST_PARTY_LEADER,Party Leader,Groepsleider
UI_QUEST_PARTY_MEMBER,Non-Party Leader,Non-Party Leader
UI_QUEST_PARTY_NUM,Number of Party Members #b(%d %s %d)#nb,Aantal Party deelnemers #b(%d %s %d)#nb
UI_QUEST_PARTY_LEADER_NUM,"Party Leader, Number of Party Members #b(%d %s %d)#nb","Party leider, Aantal Party deelnemers #b(%d %s %d)#nb"
UI_QUEST_PARTY_MEMBER_NUM,"Non-Party Leader, Number of Party Members #b(%d %s %d)#nb","Non-Party Leader, Number of Party Members #b(%d %s %d)#nb"
UI_QUEST_GUILD_SOLO,Non-Guild Mode,Non-Guild Mode
UI_QUEST_GUILD,Create Guild,Guild Aanmaken
UI_QUEST_GUILD_LEADER,Guild Leader,Guild Leider
UI_QUEST_GUILD_MEMBER,Non-Guild Leader,Non-Guild Leader
UI_QUEST_GUILD_NUM,Number of Guild Members #b(%d %s %d)#nb,Aantal Guild Members #b(%d %s %d)#nb
UI_QUEST_GUILD_LEADER_NUM,"Guild Leader, Number of Guild Members #b(%d %s %d)#nb","Guild Leader, aantal Guild Members #b(%d %s %d)#nb"
UI_QUEST_GUILD_MEMBER_NUM,"Non-Guild Leader, Number of Guild Members #b(%d %s %d)#nb","Non-Guild Leader, Number of Guild Members #b(%d %s %d)#nb"
UI_QUEST_CHAOTIC1,You became a criminal.,Je bent een crimineel geworden.
UI_QUEST_CHAOTIC2,You have been acquitted of your crimes.,Je bent van je misdaden vrijgesproken.
UI_QUEST_DIALOG,Chat with #cff78e12f%s#nc,Chat met #cff78e12f%s#nc
UI_QUEST_DESTINATION,#bMeet #cff78e12f%s#nc#nb,#b Praat met #cff78e12f%s#nc#nb
UI_QUEST_CANCEL_CONFIRM,Cancel this quest?,Ga je de Quest annuleren?
UI_CONFIRMATION,Confirmation,Bevestiging
UI_QUEST_DESTINATION_TITLE,Destination,Bestemming
UI_MSGBOX_INFO,Information,Informatie
UI_OPTION_UIALPHA,Opacity,Opacity
UI_QUESTGOAL,Quest Goal,Doel van de Quest
UI_GUILD_TAB_INFO,Info,Info
UI_GUILD_TAB_MEMBER,Members,Leden
UI_GUILD_TAB_GRADE,Titles,Titles
UI_GUILD_TAB_WAR,Guild Duel,Guild Duel
UI_GUILD_NAME,Name:,Naam:
UI_GUILD_NAME_BUTTON,Change Name,Naam
UI_GUILD_MASTER,Guild Master:,Guild Master:
UI_GUILD_EXP,EXP:,EXP:
UI_GUILD_PENYA,Penya:,Penya:
UI_GUILD_LEVEL,Level:,Level:
UI_GUILD_MEMBER,Members:,Leden:
UI_GUILD_DISCORD_TIP,Join the guild Discord server,Wordt lid van de Guild discord
UI_GUILD_LOGO,Logo:,Logo:
UI_GUILD_LOGO_BUTTON,Change Logo,Change Logo
UI_GUILD_NOTICE,Notice,Aankondiging
UI_GUILD_DISMISS,Disband,Disband
UI_GUILD_NOTICE_TIP,Set your guild notice,Set your guild notice
UI_GUILD_LOGO_TIP,Change your guild logo,Change your guild logo
UI_GUILD_NAME_TIP,Set your guild name. You can only do this once.,Set your guild name. You can only do this once.
UI_GUILD_DISMISS_TIP,"Disband your guild. Be careful, there's no going back!","Disband your guild. Be careful, there's no going back!"
UI_GUILDNAME_ENTER,Enter a new guild name:,Enter a new guild name:
UI_GUILDNAME_TITLE,Set Guild Name,Set Guild Name
UI_GUILDNOTICE_TITLE,Set Guild Notice,Set Guild Notice
UI_GUILDNOTICESEARCH_TITLE,Set Guild Search Notice,Set Guild Search Notice
UI_GUILDNOTICE_NEW,Clear,Nieuw
UI_GUILDNOTICE_SAVE,Save,Opslaan
UI_GUILDNOTICE_NEW_TIP,Clear notice text,Clear notice text
UI_GUILDNOTICE_SAVE_TIP,Save notice,Save notice
UI_GUILDLOGO_TITLE,Set Guild Logo,Set Guild Logo
UI_GUILDDISMISS_TITLE,Disband Guild Confirmation,Disband Guild Confirmation
UI_GUILDDISMISS_CONFIRM,"Disband the guild? If your guild owns a Guild Ship, it will be lost.","Disband the guild? If your guild owns a Guild Ship, it will be lost."
UI_GUILD_PAY,Salary,Salaris
UI_GUILD_PAY_SETUP,Setup,Setup
UI_GUILD_GRADE_MEMBER,Members,Leden
UI_GUILD_POWERS,Privileges,Privileges
UI_GUILD_POWER_TITLE,Promote/Demote,Titel
UI_GUILD_POWER_RANK,Adjust Rank,Rang
UI_GUILD_POWER_JOIN,Invite,Meedoen
UI_GUILD_POWER_ITEM,Take Items,Take Items
UI_GUILD_POWER_PENYA,Take Penya,Take Penya
UI_GUILD_POWER_SPECTATE,Spectate,Spectate
UI_GUILD_POWER_TIP,Save changes,Save changes
UI_GUILD_POWER_SAVE,Save,Opslaan
UI_GUILD_PAY_TIP,Set %s salary. (Paid automatically at 00:00),Set %s salary. (Paid automatically at 00:00)
UI_GUILDPAY_TITLE,Set Pay by Title,Set Pay by Title
UI_GUILDPAY_MESSAGE,How much would you like to set as the payment?,How much would you like to set as the payment?
UI_GUILDPAY_AMOUNT,Amount,Amount
UI_GUILD_GRADE,Title,Titel
UI_GUILD_ALIAS,Nickname,Bijnaam
UI_GUILD_APPELATION_UP,Promote,Lid Promoveren
UI_GUILD_APPELATION_DOWN,Demote,Lid Degraderen
UI_GUILD_CLASS_UP,Rank Up,Klasse Omhoog
UI_GUILD_CLASS_DOWN,Rank Down,Klasse Omlaag
UI_GUILD_CREATE_ALIAS,Update Nickname,Bijnaam maken
UI_GUILD_LEAVE,Leave Guild,Guild Verlaten
UI_GUILD_TRANSFER_LEADER,Promote to Guild Master,Bevorderen tot Guild Master
UI_GUILDALIAS_TITLE,Set Member's Nickname,Set Member's Nickname
UI_GUILDALIAS_ENTER,Enter this member's nickname:,Titel Invoeren
UI_GUILDINVITE_TITLE,Invite to Guild,Uitnodigen voor de Guild
UI_GUILDINVITE_QUESTION,%s invites you to join the guild %s. Accept the invitation?,%s nodigt je uit om lid te worden van de Guild %s. Accepteer je?
UI_GUILD_JOINQUESTION,%s wants to join your guild. Accept the request?,%s wilt lid worden van je Guild. Accepteer je?
UI_GUILDBANK_TITLE,Guild Bank,Guild Kluis
UI_GUILDBANK_SUPPORT,Donate,Ondersteuning
UI_GUILDBANK_CLOAK,Cloak,Mantel
UI_GUILDBANK_ITEM,Items,Items
UI_GUILDMERIT_TITLE,Guild Donation,Guild Bijdragen
UI_GUILDMERIT_QUESTITEMS,Quest Items,Quest Items
UI_GUILDMERIT_PENYA,Penya,Penya
UI_GUILDCOMBATBOARD_TITLE,Guild Siege Information,Guild Siege Information
UI_GUILDBANKLOG_TITLE,Guild Bank Log,Guild Bank Logboek
UI_GUILDBANKLOG_ADDITEM,Item Deposits,Item Toevoegen
UI_GUILDBANKLOG_REMOVEITEM,Item Withdrawals,Item Verwijderen
UI_GUILDBANKLOG_ADDGOLD,Penya Deposits,Penya Storten
UI_GUILDBANKLOG_REMOVEGOLD,Penya Withdrawals,Penya Opnemen
UI_GUILDBANKLOG_ADDITEM_FORMAT,Add,Toevoegen
UI_GUILDBANKLOG_REMOVEITEM_FORMAT,Remove,Verwijderen
UI_GUILDBANKLOG_ADDGOLD_FORMAT,Deposit Penya,Penya Storten
UI_GUILDBANKLOG_REMOVEGOLD_FORMAT,Withdraw Penya,Penya Opnemen
UI_MOVEPENYA_TITLE,Transfer Penya,Penya Overdragen
UI_MOVEPENYA_QUESTION,How much would you like to transfer?,Hoeveel wil je verplaatsen?
UI_MOVEPENYA_INPUT,Penya:,Penya:
UI_GUILDRANK_TITLE_GUILD,Guild Ranking,Guild Ranking
UI_GUILDRANK_TITLE_INFO,Other Ranking,Andere Rangschikking
UI_GUILDRANK_TITLE_WAR,Guild Duel Ranking,Guild Duel Ranking
UI_GUILDRANK_TAB_WAR_WIN,Most Wins,Meeste Overwinningen
UI_GUILDRANK_TAB_WAR_LOSE,Most Losses,Meeste Verliezen
UI_GUILDRANK_TAB_WAR_GIVEUP,Most Surrenders,Meeste Overgaven
UI_GUILDRANK_TAB_INFO_LEVEL,Highest Avg. Member Level,Hoogste Guild level
UI_GUILDRANK_TAB_INFO_PLAYTIME,Longest Playtime,Langste Speeltijd
UI_GUILDRANK_TAB_GUILD_BEST,Best Guild,Beste Guild
UI_GUILDRANK_TAB_GUILD_UNITED,Best Guild of Unity,Best Guild of Unity
UI_GUILDRANK_TAB_GUILD_PENYA,Richest Guild,Rijkste Guild
UI_GUILDRANK_RANKING,Rank,Ranglijst
UI_GUILDRANK_GUILDNAME,Guild Name,Guild Naam
UI_GUILDRANK_LEADERNAME,Guild Master,Guild Master
UI_GUILDRANK_WINLOSE,Win / Lose,Overwinningen / Verliezen
UI_GUILDRANK_AVGLEVEL,Average Level,Gemiddelde Level
UI_GUILD_WAR_DECLARE,Duel,Duelleren
UI_GUILD_WAR_PEACE,Truce,Vrede
UI_GUILD_WAR_GIVEUP,Surrender,Opgeven
UI_GUILD_WAR_NAME,Enemy Guild Name:,Guild Naam: 
UI_GUILD_WAR_LOGO,Enemy Guild Logo:,Enemy Guild Logo:
UI_GUILD_WAR_WON,Wins:,Gewonnen:
UI_GUILD_WAR_LOST,Losses:,Versla:
UI_GUILD_WAR_GAVEUP,Surrenders:,Opgegeven:
UI_GUILD_WAR_TIMELEFT,Time Left:,Tijd Over:
UI_OPTION_THEME,Theme,Thema
UI_HOME_PROLOGUE,Prologue,Proloog
UI_SKILL_PLUS_TIP,Increase Skill Level,Increase Skill Level
UI_SKILL_MAX_TIP,Maximize Skill Level,Maximize Skill Level
UI_SKILL_MINUS_TIP,Decrease Skill Level,Decrease Skill Level
UI_SKILL_RESET,Reset,Reset
UI_SKILL_RESET_TIP,Discard all unconfirmed changes,Discard all unconfirmed changes
UI_SKILL_SAVE,Apply,Apply
UI_SKILL_SAVE_TIP,Apply new skill point allocations,Apply new skill point allocations
UI_SKILL_POINTS,Skill Points,Skill Points
UI_WARNING,Warning,Waarschuwing
UI_SKILL_CONFIRM_QUESTION,Confirm skill point allocation?,Confirm skill point allocation?
UI_OPTION_VIBRATIONS,Vibrations,Vibrations
UI_INVENTORY_SORT,Sort inventory,Item Sorteren
UI_ITEM_DURATION_TITLE,Item Duration,Item Voortduring
UI_ITEM_DURATION_TIME_LEFT,Time Left,Tijd Over
UI_QUERY_EQUIP_TITLE,Equipment View,Bekijken
UI_OPTION_EQUIP_VIEW,Equipment View,Equipment View
UI_OPTION_DUEL_REQUESTS,Duel Requests,Duel Requests
UI_OPTION_DUEL_BETS,Duel Bets,Duel Bets
UI_TRADE_TITLE,Trade,Handelen
UI_TRADE_PENYA,Penya,Penya
UI_DROP_FILTER_TITLE,Pickup Pet,Pickup Pet
UI_DROP_FILTER_SETTINGS,Loot Filter Settings,Loot Filter Settings
UI_DROP_FILTER_CAT_EQUIPMENT,Equipment,Uitrusting
UI_DROP_FILTER_0,Weapons,Weapons
UI_DROP_FILTER_1,Armor,Wapenuitrusting
UI_DROP_FILTER_2,Accessories,Accessoire
UI_DROP_FILTER_3,Power Dice,Power Dice
UI_DROP_FILTER_4,Minerals,Mineraal
UI_DROP_FILTER_5,Element Cards,Element Cards
UI_DROP_FILTER_6,Socket Cards,Socket Cards
UI_DROP_FILTER_7,Quest,Missie
UI_DROP_FILTER_8,Booty,Booty
UI_DROP_FILTER_CAT_MATERIAL,Materials,Materials
UI_DROP_FILTER_9,Food,Voedsel
UI_DROP_FILTER_10,Vital Drinks,Vital Drinks
UI_DROP_FILTER_11,Buffs,Buffs
UI_DROP_FILTER_12,Pets,Pets
UI_DROP_FILTER_13,Misc.,Misc.
UI_DROP_FILTER_CAT_ETC,Others,Enz.
UI_DROP_FILTER_14,Common,Gewoon
UI_DROP_FILTER_15,Uncommon,Ongewoon
UI_DROP_FILTER_16,Rare & Higher,Rare & Higher
UI_DROP_FILTER_17,Uncommon & Higher,Uncommon & Higher
UI_DROP_FILTER_19,Refreshers,Refreshers
UI_DROP_FILTER_APPLY,Apply,Toepassen
UI_TOOLTIP_ITEMTIME,Time Left:,Tijd Over:
UI_TOOLTIP_USE,Use: %s,Gebruik: %s
UI_TOOLTIP_PERMANENTTIME,No Time Limit,Geen Tijdslimiet
UI_TOOLTIP_COOLTIME,Cooldown: %.2d:%.2d,Wachttijd voor hergebruik: %.2d:%.2d
UI_RESURRECTION_TITLE,Confirm Resurrection,Herrijzing Bevestigen
UI_RESURRECTION_MESSAGE,Another player is trying to resurrect you (skill level %d). Accept the resurrection?,Another player is trying to resurrect you (skill level %d). Accept the resurrection?
UI_TOOLTIP_EQUIPSET,Set Effect,Set Effect
UI_TOOLTIP_BLOCKRATE,Block,Blokkeren
UI_OPTION_FIELDVIEW_AUTO,Auto,Automatisch
UI_OPTION_FIELDVIEW_HIGH,High,Hoog
UI_OPTION_FIELDVIEW_VERYHIGH,Very High,Heel Hoog
UI_OPTION_FIELDVIEW_MEDIUM,Medium,Gemiddeld
UI_OPTION_FIELDVIEW_LOW,Low,Laag
UI_OPTION_FIELDVIEW_VERYLOW,Very Low,Heel Laag
UI_OPTION_FIELDVIEW,View,Bekijken
UI_OPTION_FIELDVIEW_EXTREME,Extreme,Extreme
UI_OPTION_COLORBLIND_1,Protanopia,Protanopia
UI_OPTION_COLORBLIND_2,Deuteranopia,Deuteranopia
UI_OPTION_COLORBLIND_3,Tritanopia,Tritanopia
UI_OPTION_RENDERSCALE,Resolution,Resolution
UI_OPTION_FOV,FoV,FoV
UI_OPTION_FOV_TIP,Field of View,Field of View
UI_OPTION_ADVANCEDSFX,Special Effects,Speciale Effecten
UI_INFO_PANG_TUTORIAL,Tutorial,Handleiding
UI_INFO_PANG_NEXT,Next,Volgende
UI_INFO_PANG_DONE,Done,Klaar
UI_INFO_PANG_GOTIT,Got it,Begrepen
UI_INFO_PANG_CHECKTHELIST,Check the List,Controleer de Lijst
UI_TUTORIAL_LIST_TITLE,Tutorial,Handleiding
UI_DROP_ITEM_CONFIRM,Drop this item?,Dit item echt laten vallen?
UI_PRIVATE_SHOP_NAME,Shop Name,Winkelnaam
UI_PRIVATE_SHOP_LIST,Sale List,Verkooplijst
UI_PRIVATE_SHOP_RESET,Reset,Reset
UI_PRIVATE_SHOP_CHAT,Chat,Chat
UI_PRIVATE_SHOP_SELL_TITLE,List Item for Sale,List Item for Sale
UI_PRIVATE_SHOP_QUANTITY,Quantity,Aantal
UI_PRIVATE_SHOP_UNIT_PRICE,Unit Price,Prijs per eenheid
UI_PRIVATE_SHOP_OPEN,Open your shop now?,Wil jij je winkel openen?
UI_PRIVATE_SHOP_CLOSE,Close your shop?,Close your shop?
UI_PERSONAL_SHOP_TITLE,%s's Private Shop,%s's Private Shop
UI_PRIVATE_SHOP_BUY_TITLE,Purchase Item,Koop Item
UI_PRIVATE_SHOP_BUY,Purchase,Purchase
UI_PRIVATE_SHOP_TOTAL_COST,Total Cost,Totale Prijs
UI_PERSONAL_SHOP_CHAT_TITLE,Private Shop Chat,Aan het Chatten
UI_PERSONAL_SHOP_CHAT_USER,User,Gebruiker
UI_PERSONAL_SHOP_CHAT_MESSAGE,Message,Bericht
UI_PERSONAL_SHOP_CHAT_INPUT,Input,Invoer
UI_PERSONAL_SHOP_CHAT_DIALOG,Chat,Dialoog
UI_PERSONAL_SHOP_CHAT_INFO,Activity,Informatie
UI_PERSONAL_SHOP_CHAT_SEND,Send,Verzenden
UI_PERSONAL_SHOP_JOIN,%s has entered the shop.,%s heeft zojuist ingelogd. 
UI_PERSONAL_SHOP_LEAVE,%s has left the shop.,%s has left the shop.
UI_PERSONAL_SHOP_SALE,%s has purchased %s (%d) for %lld Penya.,%s has purchased %s (%d) for %lld Penya.
UI_CONFIRM_SELL_PREMIUM_TITLE,Confirm Selling Premium Item,Bevestig de verkoop van een Premium Item
UI_CONFIRM_SELL_PREMIUM_MSG,This is a premium item. Are you sure you want to sell it?,"Dit is een Premium Item. Weet je het zeker?\nZodra het is verkocht, kan het niet worden teruggevorderd."
UI_TOOLTIP_ITEM_BINDS,[Soul-Linked],[Soul-Linked]
UI_TOOLTIP_ACCOUNT_BINDS,[Account-Linked],[Account-Linked]
UI_BEAUTY_SHOP_TITLE,Hair Salon,Kapsalon
UI_BEAUTY_SHOP_RESET,Reset,Reset
UI_BEAUTY_SHOP_HAIR_COLOR,Hair Color,Haarkleur
UI_BEAUTY_SHOP_HAIR_STYLE,Hair Style,Haarstijl
UI_BEAUTY_SHOP_PREVIEW,Preview,Preview
UI_BEAUTY_SHOP_STYLE_PRICE,Style Price:,Style Price:
UI_BEAUTY_SHOP_COLOR_PRICE,Color Price:,Color Price:
UI_BEAUTY_SHOP_TOTAL_PRICE,Total:,Totaal:
UI_BEAUTY_SHOP_CONFIRM_TITLE,Confirm Purchase,Bevestig Aankoop
UI_OPTION_TRADE,Trade Requests,Trade Requests
UI_TRADE_REQUEST_TITLE,Trade,Handelen
UI_TRADE_REQUEST_QUESTION,%s wants to trade. Accept the trade?,%s wilt handelen. Wil je handelen?
UI_TRADE_PUT_GOLD_QUESTION,How much would you like to trade?,Hoeveel wil je verplaatsen?
UI_TRADE_PUT_GOLD_QTY,Penya:,Penya:
UI_TRADE_ITEM,Item,Item
UI_TRADE_PUT_ITEM_QUESTION,How many would you like to trade?,Hoeveel items verplaatsen?
UI_TRADE_PUT_ITEM_QTY,Quantity:,Nummer:
UI_TRADE_CONFIRM_TITLE,Finalize Trade,Handel Bevestigen
UI_TRADE_CONFIRM_QUESTION,Accept the trade?,Wil je de handel accepteren?
UI_TRADE_CONFIRM_WAIT,Waiting for the other player to accept the trade...,Je moet wachten op goedkeuring.
UI_OPTION_MOBILE_DIR,Directional Pad,Directional Pad
UI_PIERCING_TITLE,Piercing,Doorboring
UI_PIERCING_PIERCE_ITEM,Pierce Item,Pierce Item
UI_PIERCING_ITEM,Item,Item
UI_PIERCING_MATERIAL,Power Dice,Power Dice
UI_PIERCING_PROTECTSCROLL,GProtect,GProtect
UI_PIERCING_CONFIRMATION,Do you want to pierce this item?,Do you want to pierce this item?
UI_PIERCING_UNSAFE,"Without a Scroll of GProtect, the item will be destroyed if piercing fails.","Without a Scroll of GProtect, the item will be destroyed if piercing fails."
UI_PIERCING_REMOVE_TITLE,Remove Piercing Card,Remove Piercing Card
UI_PIERCING_REMOVE_MSG,Remove the selected piercing card from this item? #b#cffff0000The removed card will be destroyed.#nc#nb,Remove the selected piercing card from this item? #b#cffff0000The removed card will be destroyed.#nc#nb
UI_PIERCING_REMOVE_OK,Remove,Verwijderen
UI_UPGRADE_PROBTOOLTIP,The success rate increases with each failed attempt.,The success rate increases with each failed attempt.
UI_UPGRADE_ATTEMPTS,Upgrade attempts: %d,Upgrade attempts: %d
UI_ELEMENT_ATTEMPTS,Element upgrade attempts: %d,Element upgrade attempts: %d
UI_PIERCING_ATTEMPTS,Piercing attempts: %d,Piercing attempts: %d
UI_ACCESSORY_TITLE,Accessory Upgrade,Accessory Upgrade
UI_ACCESSORY_UPGRADE_ITEM,Upgrade Item,Upgrade Item
UI_ACCESSORY_PROTECTSCROLL,AProtect,AProtect
UI_ACCESSORY_UNSAFE,"Without a Scroll of AProtect, the item will be destroyed if upgrading fails (from +3 onward).","Without a Scroll of AProtect, the item will be destroyed if upgrading fails (from +3 onward)."
UI_UPGRADE_TITLE,Upgrade,Upgrade
UI_UPGRADE_ITEM,Item,Item
UI_UPGRADE_MATERIAL,Power Dice/Card,Power Dice/Card
UI_UPGRADE_PROTECTSCROLL,SProtect,SProtect
UI_ULTIMATE_UPGRADE_PROTECTSCROLL,XProtect,XProtect
UI_PVP_UPGRADE_PROTECTSCROLL,PProtect,PProtect
UI_ULTIMATE_UPGRADE_MATERIAL,Sunstone,Sunstone
UI_UPGRADE_CHANCESCROLL,SFusion,SFusion
UI_UPGRADE_DEGRADE,"If upgrading fails, the item's upgrade level will decrease, but the item will not be destroyed.","If upgrading fails, the item's upgrade level will decrease, but the item will not be destroyed."
UI_UPGRADE_UNSAFE,"Without a Scroll of SProtect, the item will be destroyed if upgrading fails (from +3 onward).","Without a Scroll of SProtect, the item will be destroyed if upgrading fails (from +3 onward)."
UI_UPGRADE_CONFIRMATION,Do you want to upgrade this item?,Do you want to upgrade this item?
UI_ATTRIBUTE_REMOVE_TITLE,Remove Element Upgrade,Element Upgrade Verwijderen
UI_ATTRIBUTE_REMOVE_MSG_TITLE,Confirm Removal,Confirm Removal
UI_ATTRIBUTE_REMOVE_MSG,Remove the element upgrade from this item? #b#cffff0000This action cannot be undone.#nc#nb,Remove the element upgrade from this item? #b#cffff0000This action cannot be undone.#nc#nb
UI_REVIVAL_CASH_SHOP_TIP,Open the Flyff Shop to buy a Scroll of Resurrection,Open the Flyff Shop to buy a Scroll of Resurrection
UI_REVIVAL_REVIVAL,Current Location,Current Location
UI_REVIVAL_REVIVAL_TIP,Use a Scroll of Resurrection to revive at your current location,Use a Scroll of Resurrection to revive at your current location
UI_COMMITEM_DIALOG_TITLE,Use Item,Gebruik Item
UI_RESTATE_CONFIRM_TITLE,Confirm Stat Reset,Confirm Stat Reset
UI_RESTATE_CONFIRM_ALL,"This will reset all character stats, and the points will be returned to you. Continue?","This will reset all character stats, and the points will be returned to you. Continue?"
UI_RESTATE_CONFIRM_STR,"Your Strength (STR) stat will be reset, and the points will be returned to you. Continue?","Your Strength (STR) stat will be reset, and the points will be returned to you. Continue?"
UI_RESTATE_CONFIRM_STA,"Your Stamina (STA) stat will be reset, and the points will be returned to you. Continue?","Your Stamina (STA) stat will be reset, and the points will be returned to you. Continue?"
UI_RESTATE_CONFIRM_DEX,"Your Dexterity (DEX) stat will be reset, and the points will be returned to you. Continue?","Your Dexterity (DEX) stat will be reset, and the points will be returned to you. Continue?"
UI_RESTATE_CONFIRM_INT,"Your Intellect (INT) stat will be reset, and the points will be returned to you. Continue?","Your Intellect (INT) stat will be reset, and the points will be returned to you. Continue?"
UI_RESTATE_CONFIRM_STR_LOW,50 Strength (STR) points will be returned to you. Continue?,50 Strength (STR) points will be returned to you. Continue?
UI_RESTATE_CONFIRM_STA_LOW,50 Stamina (STA) points will be returned to you. Continue?,50 Stamina (STA) points will be returned to you. Continue?
UI_RESTATE_CONFIRM_DEX_LOW,50 Dexterity (DEX) points will be returned to you. Continue?,50 Dexterity (DEX) points will be returned to you. Continue?
UI_RESTATE_CONFIRM_INT_LOW,50 Intelligence (INT) points will be returned to you. Continue?,50 Intelligence (INT) points will be returned to you. Continue?
UI_OPTION_BATTLEBGM,Battle Music,Vechtmuziek
UI_OPTION_VOICES,Japanese Voices,Japanse Stemmen
UI_PK_CONFIRM_TITLE,P.K,P.K.
UI_PK_CONFIRM,Killing players increases your PK value. Attack this player?,Killing players increases your PK value. Attack this player?
UI_BANK_ENTERPASS_TITLE,Bank PIN,Bankwachtwoord
UI_BANK_ENTERPASS_MSG,Enter Bank PIN (4 digits),Enter Bank PIN (4 digits)
UI_BANK_ENTERPASS_PIN,PIN,Pincode
UI_BANK_ENTERPASS_CHANGE,Change,Change
UI_BANK_CHANGEPASS_TITLE,Bank PIN,Bankpincode
UI_BANK_CHANGEPASS_MSG,Set/Change Bank PIN (4 Digits),Set/Change Bank PIN (4 Digits)
UI_BANK_CHANGEPASS_OLD,Old PIN:,Oude Pincode:
UI_BANK_CHANGEPASS_NEW,New PIN:,Nieuwe Pincode:
UI_BANK_CHANGEPASS_CONFIRM,Confirm PIN:,Pincode bevestigen:
UI_BANK_TITLE,Bank,Bank
UI_DUELREQUEST_TITLE,Duel Request,Duel Verzoek
UI_DUELREQUEST_BETMSG,How much would you like to bet on this duel?,Hoeveel wil je inzetten voor dit duel?
UI_DUELREQUEST_BETLBL,Penya:,Penya:
UI_DUELREQUEST_MSG,%s challenges you to a duel %s. Accept the duel?,%s daagt je uit voor een duel %s. Accepteer je?
UI_DUELREQUEST_PARTY,%s challenges your party to a duel %s. Accept the party duel?,%s challenges your party to a duel %s. Accept the party duel?
UI_DUELREQUEST_NOBET,(no bet),(no bet)
UI_DUELREQUEST_BETAMOUNT,with a %s Penya bet,with a %s Penya bet
UI_DUELRESULT_TITLE,Duel Result,Duel Resultaat
UI_DUELRESULT_WIN,%s wins the Duel!,%s wint het Duel!
UI_DUELRESULT_LOSE,%s loses the Duel!,%s verliest het Duel!
UI_CASHSHOP_RELOAD,TOP-UP,TOP-UP
UI_CASHSHOP_LEGALINFO,Legal Information,Legal Information
UI_CASHSHOP_GSC,General Sales Conditions,General Sales Conditions
UI_CASHSHOP_SHOWALL,Show All,Toon Alles
UI_CASHSHOP_SEARCH,Search:,Search:
UI_CASHSHOP_SORT_DEFAULT,Default,Standaard
UI_CASHSHOP_SORT_NAME_ASC,Name (A - Z),Name (A - Z)
UI_CASHSHOP_SORT_NAME_DESC,Name (Z - A),Name (Z - A)
UI_CASHSHOP_SORT_PRICE_ASC,Price (Low > High),Price (Low > High)
UI_CASHSHOP_SORT_PRICE_DESC,Price (High > Low),Price (High > Low)
UI_CASHSHOP_ITEMCOUNT,#b%d#nb items in this category.,#b%d#nb items in this category.
UI_CASHSHOP_SEARCHCOUNT,#b%d#nb items found matching your search.,#b%d#nb items found matching your search.
UI_CASHSHOP_EMPTY,No items found.,No items found.
UI_CASHSHOP_CONFIRM_TITLE,Confirm Purchase,Bevestig aankoop
UI_CASHSHOP_CONFIRM_MSG,Purchase %dx %s for %s?,Wilt je %dx %s kopen voor %s?
UI_CASHSHOP_ORIGINAL_PRICE,Original Price:,Originele prijs:
UI_CASHSHOP_PURCHASE,PURCHASE,PURCHASE
UI_CASHSHOP_QUANTITY,Quantity:,Quantity:
UI_CASHSHOP_UNIT_PRICE,Unit Price:,Unit Price:
UI_CASHSHOP_TOTAL_PRICE,Total Price:,Totale Prijs:
UI_CASHSHOP_LIMITED_OFFER,Limited Offer! Expires in #b%s#nb,Beperkt Aanbod! Verloopt over #b%s#nb
UI_CASHSHOP_SUPP_ITEM_OFFER,Get %d additional item(s) per unit purchase!,Ontvang %d extra item(s) per aankoop!
UI_CASHSHOP_PRODUCT_ID,Product ID:,Product-ID:
UI_OPTION_POSTPROCESSING,Post-processing,Post-processing
UI_CASHSHOP_PURCHASEPROCESSING,"Processing the purchase, please wait...","Processing the purchase, please wait..."
UI_GUILD_WAR_DECLARE_TITLE,Declare Guild Duel,Declare Guild Duel
UI_GUILD_WAR_DECLARE_INPUT,Target Guild,Target Guild
UI_GUILD_WAR_REQUEST_TITLE,Guild Duel Request,Guild Duel Request
UI_GUILD_WAR_REQUEST_MSG,"The guild leader of %s, %s, has declared a guild duel. Do you accept?","The guild leader of %s, %s, has declared a guild duel. Do you accept?"
UI_INDIRECTTALK_TITLE,Indirect conversation,Indirect conversation
UI_INDIRECTTALK_MOVER,Mover ID,Mover ID
UI_CREATEITEM_TITLE,Create Item,Create Item
UI_CREATEITEM_TYPE,Type,Type
UI_CREATEITEM_SEX,Sex,Geslacht
